ari_before,ari_after,nmi_before,nmi_after,mu_lfr,seed,budget,evaluator
0.026696068102760397,0.030850473610250555,0.11467376693901432,0.0807564876005714,0.5,3,0.03,Q
0.042958415692728194,0.04481824947844895,0.16212929059964878,0.14960588653378584,0.5,3,0.03,CPM_0.05
0.0166439265087939,0.024963632209019943,0.19443364995100368,0.22179410194381868,0.5,3,0.03,CPM_0.1
0.026696068102760397,0.037889370789407635,0.11467376693901432,0.07322266548910318,0.5,3,0.05,Q
0.042958415692728194,0.06538370496940911,0.16212929059964878,0.15690318176583085,0.5,3,0.05,CPM_0.05
0.0166439265087939,0.026887431774057658,0.19443364995100368,0.21495433135534292,0.5,3,0.05,CPM_0.1
0.0881388761546245,0.10561643073174294,0.1716574691745513,0.1777957582946616,0.5,4,0.01,Q
0.06976233079320676,0.05567374129132244,0.18996137141936986,0.16699549502948777,0.5,4,0.01,CPM_0.05
0.041958077653690355,0.060971354249278305,0.22685664131645708,0.26121296126244153,0.5,4,0.01,CPM_0.1
0.0881388761546245,0.11292956061214919,0.1716574691745513,0.1957706751251023,0.5,4,0.03,Q
0.06976233079320676,0.06959459373694986,0.18996137141936986,0.1992472484088581,0.5,4,0.03,CPM_0.05
0.041958077653690355,0.0649027549971213,0.22685664131645708,0.26745789659000474,0.5,4,0.03,CPM_0.1
0.0881388761546245,0.0871170570480144,0.1716574691745513,0.16205498856696363,0.5,4,0.05,Q
0.06976233079320676,0.07448871444059565,0.18996137141936986,0.1944966274569672,0.5,4,0.05,CPM_0.05
0.041958077653690355,0.06301290052298637,0.22685664131645708,0.24713392804018092,0.5,4,0.05,CPM_0.1
